id_str,created_at,full_text,Stance Label
1499163764951818241,2022-03-02 23:24:29,"ICYMI: n light of Russia sanctions, Fed chair calls for legislative framework to stop illicit crypto use
https://t.co/M8KnSq22ua",Neutral
1499467511087222789,2022-03-03 19:31:28,"By now over a thousand refugees from #Ukraine have reached #Estonia, including about 300 children. We greet the kids with soft toys at the Estonian border. #StandWithUkraine️ https://t.co/QOmWdf0Qrg",ProUkraine
1505143316832296963,2022-03-19 11:25:05,"20/03/2003 #Iraqwar 6am OP SHOCK-AWE Peace marched #Scotland 
Aye #WMD? Blair/Bush lied-millions died for oil-gold of Iraq? &amp; Libya? Fort Knox? BILLIONS £$ in #war MIC Arms-BAE, Raytheon, Lockheed, Boeing laugh all way to Nazi Swiss banks😢
#TonyBlairWarCriminal #BushWarCriminal https://t.co/exmaKXpjVU",Irrelevant
1508139059427819522,2022-03-27 17:49:06,Whoever is coming up with reactive strategy by backing Putin in a corner might want to consider he has a nuclear option. If he thinks he won’t survive he might determine no one else should like HRC I’m taking DC with me,Irrelevant
1508675556358774786,2022-03-29 05:20:57,"He also writes about the possibility of Ukraine joining NATO which he judges ""will find it incomparably harder to acquiesce in"" because it ""would be to acknowledge that Ukraine’s destiny is no longer organically linked to Russia’s"" https://t.co/MEbwpORj78",ProRussia
1512504441324322834,2022-04-08 18:55:34,"At Horizon, we are deeply concerned and saddened by the ongoing conflict in Ukraine. To support relief efforts, our global team came together to collect supplies and raise funds for @Americares, @UNRefugeeAgency &amp; the @irishredcross. https://t.co/VrT64BIDIw",ProUkraine
1515327907966689284,2022-04-16 13:55:01,"On #TheLiteraryLife Mitchell Kaplan and, from Ukraine, Marjana Savka, &amp; award-winning writer Victoria Amelina reporting on their literary community during this time of war. Plus @AskoldMelnyczuk, acclaimed writer &amp; founding member of @WritersforDA Listen: https://t.co/8GPpQK3O7G",Irrelevant
1515578470755192837,2022-04-17 06:30:40,"#UkraineUnderAttack Join us in this Democracy Circle to connect and support each other around our concerns about the brutal invasion of Ukraine. https://t.co/vsqFxs2ARJ  
-
 @JRubinBlogger @NYUEmpathy @EdwinRutsch @RealJannaWeiss @marwilliamson @EmpathyLabUK https://t.co/FipJFyIJEF",ProUkraine
1516846493637951489,2022-04-20 18:29:20,"@RALee85 Russian tanks in cities where they’re not wanted. Budapest 1956, Prague 1968 now Ukraine 2022.",ProUkraine
1517098537628037120,2022-04-21 11:10:52,"#china 
https://t.co/zJtBobPbPy
Who's afraid of sanctions?

Beijing...

China’s credit card processor UnionPay has refused to work with banks in Russia for fear of being targeted by sanctions over its war on Ukraine",Irrelevant
1517387268939718656,2022-04-22 06:18:11,Dismayed by the news of the deaths of Rohingya refugees fleeing detention in Malaysia. No state should detain refugees. No state should detain genocide survivors. No state should detain refugee women and children. https://t.co/lwWsmhNeBh,Irrelevant
1517453411591102464,2022-04-22 10:41:00,"@KyivIndependent Unacceptable. The only acceptable end result is leaving all of Donbas, southern Ukraine, and Crimea. Returning all hostages from captivity. And paying damages. 

And sanctions will stay intact.",ProUkraine
1517597388353024001,2022-04-22 20:13:07,Putin stops Azovstal assault. GL collective west silence. Putin's BIG warning Sarmat ICBM. Update 2 https://t.co/hqGRLdCLQJ,ProUkraine
1517626755351289857,2022-04-22 22:09:49,@Iuhwalk @sadcrib Whoever made that about to meet god when Putin sends the FSB after them😭,ProUkraine
1517627731772526593,2022-04-22 22:13:42,"@Jim_Jordan definition, and since Trump's GOP traitors spew b.s. about how great Putin is and how great a friend he has been to America, and a large amount of you have been to Russia (on ""official visits""), and to dig deeper, virtually all of the GOP have taken money from the &gt;5",ProUkraine
1517720860991365121,2022-04-23 04:23:45,@wcalasanssuecia @anders_aslund I have come to the same conclusion and Putin would be crucified and set on fire (Azov  style).,ProUkraine
1517849291636813827,2022-04-23 12:54:06,Mariupol steelworks: Video appears to show children in Azovstal bunker https://t.co/nWn4moJ6R8,ProUkraine
1517864226236379137,2022-04-23 13:53:26,"@ghandour_ag yes when the #Russian war is over, it will need 2 earn money so it can pay for the resoration of #Ukraine 
#SlavaUkraine",ProUkraine
1517897475293540352,2022-04-23 16:05:33,"@RepMTG You want Putin to take over Germany as well? 
Don’t you understand what Authoritarian governments do?",ProUkraine
1517905212727603206,2022-04-23 16:36:18,"@Wankymcchuckles @EcasticF @mtracey Reality too hard for you is it son? Crying for your Azov filth?
Bend over some more for the US ....you like that dont you? 
Blocked",ProRussia
1517909620794159104,2022-04-23 16:53:49,"@Mads_Qin @FoxNews CCP apologist. Don't you have better things to do, like threatening the invasion of Taiwan?",Irrelevant
1517910874731646981,2022-04-23 16:58:48,"Session on Emerging Indian Market, Opportunities in Equity Market, Impact of Forex Reserve, Impact of Ongoing Russia &amp; Ukraine war, FDI, DII Inflow &amp; Outflow apart from these Various Economics Aspects , Business Opportunities shared among Business Associates of Mumbai Team. https://t.co/zxXdqf5JzN",Neutral
1517912762957058054,2022-04-23 17:06:18,"D.Himmler Medvedev is a stubby nose dwarf. Stupid,drug addict and V.Hitler Putins coksucker. @MedvedevRussiaE @Plaid_Lavrov @Russia @RT_com @RusEmbUSA @RussianEmbassy @mfa_russia @GovernmentRF",ProUkraine
1517930292308176896,2022-04-23 18:15:58,Zelenskyy warns that Russian ambitions don’t end with Ukraine - The Wall Street Journal https://t.co/5KrawRiPr9,ProUkraine
1517938800634257410,2022-04-23 18:49:46,"@IsraeliPM Situation? Do you call genocide / war / annexation / rape of Ukrainians a situation? from now on, I will call the situation everything that happened or will happen to the Jews and Israel.
for example, do you remember the situation when Jews were burned?",ProUkraine
1517940591132356611,2022-04-23 18:56:53,WE WANT PEACE! @KremlinRussia_E @POTUS @SpokespersonCHN @BelarusMFA @NATO @BorisJohnson #strisciaforpeace,ProUkraine
1517978964970688515,2022-04-23 21:29:22,"@McFaul @POTUS @BorisJohnson @JustinTrudeau 
US, UK, CA TO DO LIST:
1. Immediately implement @McFaul Sanction List
2. Declare RU Sponsor of Terrorism
3. Recognize Russia actions in UA as GENOCIDE
4. FULL LEND-LEASE FOR UA until last russian soldier either left or interred in Ukraine soil https://t.co/NkxGh2FZCe",Irrelevant
1517990353630121985,2022-04-23 22:14:37,@AJEnglish Zelensky has had several chances to end the war but his American masters have ordered him to continue.,ProRussia
1518007345607020546,2022-04-23 23:22:09,Ukraine leader Zelenskyy says he will meet Sunday in Kyiv with US defense secretary … https://t.co/1weCSTQeMJ,Neutral
1518011431119036417,2022-04-23 23:38:23,"Everyone is losing from the Russia invasion of Ukraine. 

Ukraine 
Russia
Europe 
Poor countries 
Rich countries 
USA",Neutral
1518055868532731904,2022-04-24 02:34:57,@JoyceWhiteVance @JoyceWhiteVance and @JonahDispatch Tried and accomplished a delay (as Ukrainian Troops we’re dying each day) by blackmailing Zelenskyy; threatened to pull out of NATO and said this week he told NATO Countries he would not defend them against a Russian attack. 1/2,ProUkraine
1518144640385441793,2022-04-24 08:27:42,"@RishiSunak Still our people choose between eating or heating. Our pensioners continue to struggle. But let's keep sending money to St Zelensky. What has he got over the worlds leaders, that they fawn over him he's a joke.",ProRussia
1518205474486824961,2022-04-24 12:29:26,"@InnaSovsun Alright, it's stupid when putin says it and it's stupid when anyone else says it. They may be amoral monsters but the nazis were a specific thing. They're not nazis.",Neutral
1518218763669286912,2022-04-24 13:22:15,"@randymot4 @RALee85 No, I'm Greek. I'm talking the facts, not taking sides. I'm against any war. I just don't see Ukraine winning. I don't see how it can happen.",Neutral
1518246781351391235,2022-04-24 15:13:34,"Shanghai fences up COVID-hit areas, fuelling fresh outcry
Racist West is PLAYING the LOCKDOWN CARD, saying inflation, recession, massive US debt, Ukraine war, weather, sex &amp; gun violence, racial unrest, $8/gal gas, virus, etc., are all because of the 0-Policy.",Irrelevant
1518288698147749893,2022-04-24 18:00:08,"@Woodman13991 @Spawn_03 Bro I'm not the one waving a Ukrainian flag, I got my AOO covered, but thanks for your concern",Neutral
1518293293364244481,2022-04-24 18:18:24,"Can’t believe we’re re-litigating this but no, the atom bombs were not necessary, and no, the alternative wasn’t an allied invasion of mainland Japan. We did it to prove that we could, and show the Soviets. 🧵1/?

https://t.co/xzEbT0Wkjl",Neutral
1518295387571990528,2022-04-24 18:26:43,"@damocrat But wiser voters than in Britain where Putin, the far right &amp; the super rich ensured Boris Johnson was voted in ... 🙄",ProUkraine
1518298930945171458,2022-04-24 18:40:48,Ring the alarm!' the engineer shouted. #SampleSunday UNDER THE NAZI HEEL 5* WW2 novel   https://t.co/k4eZmpmuoi https://t.co/9Wen0XnbdD,Irrelevant
1518317988352516096,2022-04-24 19:56:32,"@nsanzo My guess is the only reason they're still alive in the steel plant is there are NATO commanders and civilian, human shields inside with the nazis.",ProUkraine
1518355767287599106,2022-04-24 22:26:39,"@PelmeniPusha More ""indiscriminate"" bombing. They were hoping to hit civilians but accidentally hit another NATO arms depot.",ProUkraine
1518403911161290752,2022-04-25 01:37:57,"@a_schallenberg the recent comments you made about Ukraine's EU membership disgust me. I will never vote for your party. You're putting my home-country on the wrong side of history again. It's maybe easier for you, since you're a citizen of 3 countries. Do better!",ProUkraine
1518505279473790977,2022-04-25 08:20:45,"@venan54281086 @visegrad24 Why Ukraine need to join NATO while Russia didn't accept it,i think Russia fear of security if Ukraine join with NATO  because Russia is not a member of NATO and Ukraine is nearby Russia.But for the sake of peace to people of Ukraine is better this issue to be stopped by peaceful",ProUkraine
1518558785312157698,2022-04-25 11:53:22,@panamenocabreao @FungoBat1934 @IAPonomarenko Putin’s attendance at the Easter service was pre-recorded but kept a secrete. 🤷🏻‍♀️,ProUkraine
1518582721118834688,2022-04-25 13:28:29,@AMFChina I can make a conclusion that the entire nation is corrupt. You can’t solely blame the leader. Look what Merkel/Schroeder tandem did with the blessing of the whole population. The situation is akin to Russia and Putin.,ProUkraine
1518611027402842113,2022-04-25 15:20:58,"@IuliiaMendel @SecDef All this time we hear how US is scheming to do color revolution and regime change, but 100% sure 🇺🇸 would've left Putin alone if he'd just not invaded 🇺🇦.",Neutral
1518628246069387272,2022-04-25 16:29:23,"@ZDFheute “The world will not be destroyed by those who do evil, but by those who watch them without doing anything.” Albert Einstein

#teardownthiswall #stoprussianwar #kyjiw #bucha #irpin #mariupol #kramatorsk #voelkermord #ukraine #nfz

https://t.co/KuvLwpzcqD",Irrelevant
1518635918478950402,2022-04-25 16:59:52,"I just signed a @STWUK petition #Ukraine: Peace Now!

Add your name here... https://t.co/EiFKTlGOOf

#PeaceForUkraine #StopWarInUkraine",ProUkraine
1518679968246648832,2022-04-25 19:54:54,"The #RussiaUkraineConflict has prompted another round of #Russiansanctions by the United States. This @PerkinsCoieLLP update summarizes the latest developments and their implications for companies. 
#sanctions #internationaltrade #exportcontrols https://t.co/G2jxrGfoCC",ProUkraine
1518689554269712384,2022-04-25 20:33:00,"At the @NewYorker, @billmckibben on what could be (but won't be) learned from the WWII museum in New Orleans for the Ukraine moment. (I consider him always worth the read.)  https://t.co/HeI03xnsub",ProUkraine
1518690124250456064,2022-04-25 20:35:16,"@toryboypierce NATO is kind of an EU Army, Andrew. Do you have an issue with that?",Neutral
1518692075264425984,2022-04-25 20:43:01,@JackPosobiec coming from the queen of Propaganda,Neutral
1518714561930711047,2022-04-25 22:12:22,"@elonmusk You won’t Pay Taxes to help American because your dishonest &amp; now you want to own Social Network!  If you really Cared about people help Ukraine Homeless Elderly Schools Voter Rights but No it’s all about your Ego &amp; Money
#ElonMuskSucks",ProUkraine
1518766529562611712,2022-04-26 01:38:52,"Remember that time Joe Biden held up a billion dollars in ""foreign aid"" for Ukraine unless they fired a prosecutor investigating Gazprom? I'm not hallucinating that really did happen didn't it",ProUkraine
1518787288809021441,2022-04-26 03:01:22,"Adding to the growing inflation list, my cable bill just went up close to 7%… Not because of so-called Putin Price Hikes… But rather because of you know who and his Party’s bull crap Green Agenda 🙄
#WhatILearnedToday #PutThatInYourPipe https://t.co/JX2Wyttog4",ProUkraine
1518815496493146112,2022-04-26 04:53:27,"@JamesCoventry9 ? I haven't talked to a single Democrat who's supporting Russia's invasion. But sure, okay. Fine",ProUkraine
1518841325206048768,2022-04-26 06:36:05,"The Rwanda plan is just the same. While astonishingly cruel, it is not new.

It has failed in other countries and it will fail to make refugees disappear here, too. 

Push backs kill, but they dont solve the global crises &amp; hard borders which put refugees on smugglers' boats.",Irrelevant
1518846815403233282,2022-04-26 06:57:54,"@Based_Boi69 @louisxix_ @ImperialLuis1 @CarlZha Neoliberalism (aka Reaganomics) the merger of corporate and state power?

Yeah, totally different than fascism.

Why would they lie? 

It's not like fascist use propaganda. 

And where's the violence. 

I mean, except against brown people. https://t.co/3kmBlqMAJl",Irrelevant
1518899461883412481,2022-04-26 10:27:06,"I dunno how Elon musk can ruin a platform that gives you a sensitive content warning on anything mentioning Ukraine but not on a profile that has a man having a wank pinned so it’s the first thing you see 🤢

Twitter is a filthy cesspit and we all accept that.",Neutral
1518941681579560961,2022-04-26 13:14:52,chechen army 💪🤲☝️ https://t.co/dZSPL5rIDY,ProRussia
1518945045587578882,2022-04-26 13:28:14,Ukraine and Russia explore neutrality plan in peace talks https://t.co/gXyZQrqJ6H,Neutral
1518961726221438976,2022-04-26 14:34:31,"She , like Ivanka trump IS NOT ABOVE THE LAW! 
SANCTION PUTINS PIECE

https://t.co/8f1gu7EvWL",Irrelevant
1518965658956046336,2022-04-26 14:50:08,"Pope to Patriarch Kirill: May we become 
 peacemakers for Ukraine https://t.co/IJoaVjXxml",Irrelevant
1518986970105810944,2022-04-26 16:14:49,"Club Friendly

Dortmund vs Dynamo Kyiv Live Stream
Borussia Dortmund vs Dynamo Kyiv Live

🎥𝐋𝐢𝐯𝐞 𝐋𝐢𝐧𝐤1👉 https://t.co/ODSZ0KWSBs

UEFA Champions League

Manchester City vs Real Madrid Live Stream

🎥𝐋𝐢𝐯𝐞 𝐋𝐢𝐧𝐤1👉 https://t.co/ODSZ0KWSBs

#ManReal #DorKyiv
fdss",Irrelevant
1519008064136830977,2022-04-26 17:38:38,@PadraigBelton Those AR-14 Military Assault Machine Tactical Weapons of Mass Destruction used by Trump White Insurectionists and Supremists. Those should be sent to Ukraine 🇺🇦 for self defense! https://t.co/q5IDttdPUy,Irrelevant
1519011218782101505,2022-04-26 17:51:11,#StandWithUkraine️ and #StandUpForUkraine and #Standup4HumanRights against #PutinsWar and #PutinsWarCrimes and #RussianWarCrimes in #Ukraine 🇺🇦 https://t.co/9OxtnAsGCr,ProUkraine
1519020826586144770,2022-04-26 18:29:21,"@OlenaHalushka Yes, I recall this meeting almost every time Mariupol is mentioned.",Neutral
1519062551740530698,2022-04-26 21:15:09,@probinclux @TaurusToHerCore @hollis4congress @shaunking Biden launders money thru Ukraine into offshore accounts,ProRussia
1519098051280969729,2022-04-26 23:36:13,@bwianair @elonmusk ok ukraine flag,Neutral
1519124357980868608,2022-04-27 01:20:45,'Very Dangerous' Situation: Chernobyl Marks Anniversary Amid War  https://t.co/Z0qgw2dLdD,Irrelevant
1519130659356393473,2022-04-27 01:45:47,@JIYUKENKYU_jp I think this is in Pripyat near Chernobyl,Irrelevant
1519140873937645569,2022-04-27 02:26:23,Ukrainian Intelligence Exposes Russias Secrets https://t.co/Ce4NBQK5qp via @YouTube,ProUkraine
1519198734885826563,2022-04-27 06:16:18,"""...the U.S. gave Ukrainian forces detailed intelligence about exactly when and where Russian missiles and bombs were intended to strike...""

U.S. intel helped Ukraine protect air defenses, shoot down Russian plane carrying hundreds of troops https://t.co/Ldnafco9Vt",ProUkraine
1519198864036798465,2022-04-27 06:16:49,"@MrBean4Freedom @ZelenkoZev Those that are on Russia's side are the ones that would have been on Hitler's side back in WW2, because that's how Putin acts right now.",ProUkraine
1519207969514213391,2022-04-27 06:53:00,@MailOnline This is completely racial. Refugees from non European countries cant just rock up to Sydney,Irrelevant
1519212945330290688,2022-04-27 07:12:46,@ianvogler What’s Ukrainian for ‘bring a trailer’?,Neutral
1519245418550673408,2022-04-27 09:21:48,"@Drew90084871 The US has been heavily involved in politics, including the maidan revolution and the overthrow of Yanukovych. We all know what the Russians do too. 

This is a proxy war that crushes Ukrainians in the hope it overthrows Russia, they threaten nukes…

Imagine 1962 today…",ProUkraine
1519251995722498049,2022-04-27 09:47:56,The #US and its retarded allies in #Europe and elsewhere are using #Ukraine️ as a battle-ground in their wish to weaken the economic as well as military power of #Russia. Ukraine has to wake up and say no to the NATO gangsters.,ProRussia
1519282560894910464,2022-04-27 11:49:24,"@TinTinBTC @AngryDraconequ1 @yifullofsin &gt;loves zelensky 
&gt;loves Israel
&gt;hates Taiwan 
&gt;loves China

What level of brain rot is this",ProUkraine
1519289727211429889,2022-04-27 12:17:52,"SEND US A ""DM"" TODAY AND CONTACT US ON WHATSAPP NOW.............👇👇👇
#TwealthySouvenirs
#Twealthygifts
#Householditems
#Toiletries 
#Officestationeries 
#childrentoys
#kidseducationalmaterials
#Edibles
#corporategifts
#LuxuryGifts
#hotel
#Chernobyl https://t.co/Bv73c7W9b2",Irrelevant
1519290767021289472,2022-04-27 12:22:00,@nexta_tv Turkey believed Putin? 🤣😂🤣,ProUkraine
1519313565496365056,2022-04-27 13:52:36,"•Bilawal Bhutto-Zardari likely to be appointed as foreign minister.
•He says Imran Khan's narrative damaged Pakistan internationally.
•""Imran Khan's politics is based on lies and propaganda,"" he adds. 

#PPP #BilawalBhuttoZardari #Announcement 
#BilawalBhuttoZardari https://t.co/cf1WNdVyMc",Irrelevant
1519370785927933952,2022-04-27 17:39:58,"Bloomberg: EU Warns Russian Gas Buyers That Ruble Payments Breach Sanctions.
https://t.co/eR0OMr1wvz

via @GoogleNews",Neutral
1519426413580988420,2022-04-27 21:21:01,One of the reasons given was that there can't be fast-track membership. #Ukraine had asked for this - but most likely as a negotiating tactic. In fact🇺🇦wants a recognition of CANDIDACY. Ukrainians know that the road to membership will be long - but they need to know they BELONG.,ProUkraine
1519431653562671105,2022-04-27 21:41:50,The U.S. Should Show It Can Win a Nuclear War by @sethcropsey https://t.co/DvH0xCufSH,Neutral
1519457820332244993,2022-04-27 23:25:49,"@SmnWeekly Somebody better let Putin know - 

Don't start no shit,
Won’t be no shit!",Neutral
1519468756937838593,2022-04-28 00:09:16,"I really wanna meet the Nazi who thought starting shit in Oakland was the move. 

😭😭😭",Irrelevant
1519484091292274688,2022-04-28 01:10:12,House Passes Bill Urging Biden to Sell Seized Russian Yachts to Aid Ukraine - The New York Times https://t.co/q7p9iGs2nW https://t.co/sNieW0VxVh,ProUkraine
1519486065257500672,2022-04-28 01:18:03,@JordanChariton Ukraine has Nazis as apart of their military called the Azov Battallion and liberals like Nina are here to represent them. You would know that if you were an investigative journalist.,ProRussia
1519492636926611461,2022-04-28 01:44:10,"Freed captive explains why Russians are taking civilians
https://t.co/fADT5wIOJ4",ProUkraine
1519511522401206273,2022-04-28 02:59:12,@Amy_Siskind Please research how he has used his offices to get personal wealth illegally as well as not stopping putin from invading ukraine.  He is not for for the job.,ProRussia
1519612152981643264,2022-04-28 09:39:04,"Read This: ""Putin Must Be Stopped Once and for All"" https://t.co/xyRyPM8Uy4",ProRussia
1519634622879047680,2022-04-28 11:08:22,"@ToyHok @YellowSnow60 @ChiChiKreta @lifelearner47 @KyivIndependent Omg, we’re gonna keep resorting to propaganda. I guess the fact that jobbik is far right isn’t real either. As I said, bringing marginalized isolated incidents into the conversation is just stupid, but multiple people can play this game. https://t.co/8rEZKaohmN",ProRussia
1519637584141553666,2022-04-28 11:20:08,@FlowersEnglish To be honest why should he not? WE keep feeding Ukraine making us as bad as Ukraine and an enemy of Putin. Doris needs to STOP before Doris gets us all Nuked,ProRussia
1519643883768094726,2022-04-28 11:45:10,@antonioguterres We already know that. What we need to know is what are you going to do to help save the children and their families held hostage by #Azov battalion underground in #Azovstal #Mariupol #Ukraine,ProUkraine
1519658245639524353,2022-04-28 12:42:14,"@Filomen03258997 ""EU's best efforts""? The @EuropeanCommiss has issued guidelines how to circumvent bank sanctions. This is @vonderleyen being more @CDU and @SPD than Europe. This is exactly what an union is not",Irrelevant
1519662365209333761,2022-04-28 12:58:36,"@IAPonomarenko @Liveuamap Let's see that's 1,500 Russian troops and 5-7 thousand armed locals. I expect 40-50 Ukrainian farmers should be enough to handle them.",Neutral
1519664489943207937,2022-04-28 13:07:03,@GaryOldhamReno @Rschooley He was also a nazi ☺️,ProRussia
1519677871807152129,2022-04-28 14:00:13,".@vonderleyen why are you letting the #fossilfuels industry tighten its grip on EU energy supplies, using Putin as an excuse? 

Moving away from oil and gas means shutting out the oil and gas lobbies. 

We need #fossilfreepolitics https://t.co/fBRN490MRe",ProRussia
1519681289569382401,2022-04-28 14:13:48,"@vonderleyen @EU_Commission Tend your resignation before it's too late or you will drag us into WW3 with your crazy https://t.co/EMFWAzRhdC are completely unable or unwilling to solve this mess you contributed to escalate.Go home now!p.s this mess must be solved by Europe,US must mind their f...ing business",Neutral
1519686938906685440,2022-04-28 14:36:15,@noteethworld2 @zerohedge Zelenskyy will become a multi-billionaire soon,Neutral
1519690559497121795,2022-04-28 14:50:38,"This will be a strong documentary … as seen through the eyes of @CurrentTimeTv and @radiosvoboda journalists who have been in the ground every step of the way.
Ukraine 🇺🇦 and her brave defiance in the face of Russian military assaults, atrocities, war crimes. @RFERL https://t.co/IXVxbPcbaG",Neutral
1519694305337786369,2022-04-28 15:05:31,"@nypost How bout this radical idea...Biden trying to come up with peace plan?....dont we have a State Department?....its almost like we want an endless war in Ukraine...
At least try!....we are the #1 Superpower!!!....get both sides together and come up with a way to end the war!!!",Neutral
1519707079077814273,2022-04-28 15:56:17,I think that was time of my life in Ukraine all week,ProUkraine
1519712457823973376,2022-04-28 16:17:39,"Biden asks Congress for $33 billion in aid for Ukraine as war drags on

https://t.co/YRPolSuCDT",ProUkraine
1519728931401703425,2022-04-28 17:23:07,"@PattyMurray Economy in free fall, illegal invasion, war mongering, inflation rising, dollar prime currency at risk, feckless Democratic leadership, non-pandemic, exploding govt. debt, printing play money! What in the HELL are you doing Senator?",Irrelevant
1519730134026174464,2022-04-28 17:27:53,"@heidi_seidr @POTUS Oh, now you are my retirement police? No, I'm not spending my money on Ukrainians. I ""have"" spent my retirement money on Ukrainians.",ProRussia
1519734405765505024,2022-04-28 17:44:52,"@unfoldedbeagle @ReutersWorld Come on. It's 33 billion... not even comparable with the 2.2 trillion (2200 billion) for COVID  - CARES act. It's a lot of money to Ukraine, but it's barelly a dent on US economy. As an european, a democrat and a member of the free world, i can only say thank you very much",Irrelevant
1519736801254064129,2022-04-28 17:54:23,"@Boilerplated The realest Cossacks in the world right now are the Don Cossacks fighting in the Lugansk and Donetsk republics, and even there, most of them actually descend from Inogorodnie and not Cossacks, but they are still very real.",ProUkraine
1519756867014115329,2022-04-28 19:14:07,"@j2p3g @BullishVibe @RaritySniperNFT @SuperApesClub @bigger Hire professional #NFT DEVELOPER @ AFFORDABLE PRICE. GET A STUNNING NFT WEBSITE 4 YOUR TOKEN 
#NFTCommunity 
#Putin 
#blockchain 
#NFTCommunity
#blockchain 
#Crypto 
#thursdayvibes 
Click the link below to get the best Nft website for your art
https://t.co/eDrs1LGEMg",Irrelevant
1519767091582320642,2022-04-28 19:54:45,"A new effort by your government to combat,so-called disinformation is just propaganda. With your tax dollars!",Irrelevant
1519791371867021313,2022-04-28 21:31:14,JackBrewerBSI: RT @A1Policy: AFPI’s national security team and CEO Brooke Rollins welcomed @SenTedCruz to AFPI HQ today for a national security event on the crisis in Ukraine. https://t.co/jkojpIqmTv,ProUkraine
1519797024589324291,2022-04-28 21:53:41,"@J0ely_7 @elonmusk @BillyM2k Wanna bet that every single hate group in America that identifies as Nazi, KKK, Proud Boys, 3%ers, and all other right are registered Republicans?",Irrelevant
1519808135766192131,2022-04-28 22:37:50,@sulemanusman612 @GabbyDarko Are you familiar with the UN charter ? Who annexed Crimea? Who is behind the Rebels in Donbas? Do you really understand freedom? I think you have been misled. In 21st cent no body goes to war. ie is why we use defense ministry not war ministry. We settle  issues @ int. Court,Neutral
1519856246756679682,2022-04-29 01:49:01,"@trtworld Moldavian is not a language, unless you want to call the Romanian that was written in cyrillic during the Soviet Union “Moldavian.”  Today, Moldovans speak Romanian. No one claims to speak Moldavian, though the Russians sometimes throw that word around as an insult.",ProUkraine
1519876522714480640,2022-04-29 03:09:35,Again!!! Ukrainian army fire 100 heavy weapons Howitzers destroy Russian... https://t.co/PUCVZNPBDI @YouTubeより,Neutral
1519904020051148801,2022-04-29 04:58:51,"@limitedview @ultravisionary @Militarylandnet They've quite literally held Mariupol for almost 60 days, they're fighting harder than any Russian forces are",Neutral
1519908079395086339,2022-04-29 05:14:59,"@fufonja When #Fashist were defeated nobody was trying to find a explanation why #Nazis did what they did! Really I am feed up with stories about good, afraid or deceived #Russia #Russians! There are non, all are responsible for #WarCrimes in #Ukraine and this war! All of them!!!",ProUkraine
1519925686340886529,2022-04-29 06:24:57,"Ukrainian soldier sings ""Glory to Ukraine"" 🇺🇦 ❤️ 💪🏼

#Ukraine #Russia #UkraineWar https://t.co/9DPxOzJpap",ProUkraine
